1.87;2.03;1.90;1.80;2.09
1.75;1.72;1.94;1.98;1.54
1.84;1.74;1.68;1.97;2.13
1.85;1.71;1.94;2.10;1.85
2.23;2.01;1.70;1.89;1.98
