11;17;14;20;22;30;20;16;9;15;18;17;41;22;17;18;22;19;23;15
13;20;23;29;21;14;14;16;18;18;43;23;24;19;34;16;24;16;35;24
11;15;12;13;9;41;33;17;12;15;25;18;22;35;20;12;13;11;13;40
